0,1484.5,0,159.9,1228.1,21.698,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,5.4296,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,763.54,0,78.264,9488.1,78.366,0
2.4029,2532.5,0,40.712,11075,3.181,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
2.6748,945.6,0,254.31,677.7,29.012,0
0,0,0,3.9791,46.34,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
8.4471,3031.7,0,221.42,966.16,72.007,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,509.51,0,16.677,9.8873,2.1863,0
0,0,0,0,0,0,0
0,0,0,0.059309,0,0,0
22.111,3147,0,276.85,1416.6,105.87,0
63.732,1773,0,534.26,1076.9,42.912,0
0,0,0,0,0,0,0
0,0.67071,0,2.2315,0,0.045106,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,464.76,0,275.32,139.11,124.65,0
0,0,0,0,0,0,0
19.147,573.95,0,55.607,116.8,21.94,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,49.091,0,82.637,7.124,8.1421,0
26.979,8639.5,0,572.5,11478,21.354,0
0,1737.9,0,364.25,1492.2,27.171,0
0,0,0,0,0,0,0
191.54,20429,0,1571.2,22459,264.63,0
14.351,6888.1,0,164.48,2271.9,92.164,0
0,0,0,0,0,0,0
0,0,0,22.146,416.42,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,1.9714,0
0,0,0,0,0,0,0
0,1959.5,0,50.945,2269.2,1.2805,0
2.9892,1454.5,0,36.823,2849.8,8.1776,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,155.57,0,3.1446,1.4473,8.301,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1.8335,0,23.153,0,2.788,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,535.7,0,119.42,19.45,6.5809,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,5.824,0,8.2308,0.062052,0.059523,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,216.3,0,306.7,567.56,11.296,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1131.2,0,127.63,66.849,138.27,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0.19784,0,0.00041023,0.032057,0.013738,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,5.6901,0,0.19171,0.017937,0.14401,0
0,0,0,0,0,0,0
0,0,0,0,0,0.012985,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,54.536,0,38.632,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,2.9491,0,0.26901,0.38349,0.14748,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.13392,39.018,0,26.047,2.346,7.9663,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,5.0285e-05,0,2.1109,0,0.05005,0
0,0,0,0,0,0,0
0,454.73,0,12.103,114.2,24.945,0
2245.2,0,0,0,0,9.5354,0
0,0,0,0,0,0,0
63.568,2524,0,30.227,1218.7,0.51711,0
6.2754,0,0,0,0,0,0
44.487,6.907,0,0.59967,1.5036,0.52471,0
0,0,0,0,0,0,0
7.0244,143.65,0,84.054,16.098,54.17,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,6.9031,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.20476,11.265,0,0.20392,0.0079414,2.3246,0
0,0,0,0,0,0,0
0,0.067857,0,0.012245,0,0.0097697,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
21.82,111.87,0,5.9869,1.1678,14.795,0
0,0,0,0,0,0,0
0,113.41,0,24.561,1.2071,3.4622,0
0.64365,0,0,0,0,0,0
0,48.513,0,5.2154,0.068031,8.9489,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,469.89,0,28.618,17.012,4.4539,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0.78368,0
1095.8,3.4547,0,48.979,3.9334,5.4803,0
0,0,0,0,0,0,0
0,0,0,0,0,6.9023,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.042605,31.967,0,42.808,3.1709,7.2287,0
